Code_ADN	Code	Nind	50%floraison	Nbtalles	Epiaison	Longbrin	Diambrin	LongEpi	DiamEpi	PEpi	P1000	Pgrains	Tutiles	Tsteriles
Sa-21-82410-02	Ma_23	6	85	11.3333333333333	84.6666666666667	224.833333333333	1.61666666666667	54.8333333333333	2.01666666666667	53.3833333333333	6.01	27.3716666666667	4	6.5
Sa-21-82410-03	Ma_24	5	88	7.6	87.6	197.4	1.5	45.4	2.02	38.872	4.894	21.28	3	4.2
Sa-21-82410-04	Ma_25	3	83	11	83	167.5	1.53333333333333	46	1.8	45.47	5.115	27.44	3.66666666666667	7.33333333333333
Sa-24-60424-01	Ma_26	6	90	11.3333333333333	90	227	2.13333333333333	52.3333333333333	2.3	61.255	4.49333333333333	33.3066666666667	5	5.83333333333333
Sa-24-60424-03	Ma_28	6	89.5	10	88.6666666666667	251.333333333333	2.06666666666667	61.8333333333333	2.55	82.2283333333333	8.39	59.6666666666667	2.83333333333333	7
Sa-21-28423-03	Ma_3	4	85.5	12.25	85	261.25	1.675	53.25	1.9	48.4325	6.25	31.9525	5.5	6.25
Sa-6-3189-01	Ma_30	4	82.5	13.5	84.25	167.25	1.375	50.25	2	57.2075	6.755	39.12	4.75	8.5
Sa-6-3189-02	Ma_31	6	89.5	14	88.5	181	1.75	54.3333333333333	2.24	40.678	4.634	24.26	6.16666666666667	8.16666666666667
Sa-6-3189-03	Ma_32	5	84	9	85.4	219.6	1.62	50.8	2.2	45.952	5.04	31.246	2.4	6.2
Sa-6-3385-01	Ma_34	5	88	9.4	86.4	185.6	1.78	43.4	2.06	35.31	5.764	19.128	3.4	5.6
Sa-6-4253-01	Ma_35	4	79.5	13.25	79.5	211.5	1.45	52.5	1.85	47.205	5.0375	30.165	4.75	8.25
Sa-6-4253-02	Ma_36	6	87.5	10.8333333333333	88.1666666666667	188.666666666667	1.41666666666667	44.3333333333333	2.16666666666667	49.43	6.885	34.7516666666667	3.5	7
Sa-6-51263-01	Ma_37	6	89	11.3333333333333	88.6666666666667	211	1.66666666666667	53.3333333333333	2.26666666666667	72.9616666666667	6.94833333333333	51.8466666666667	3.16666666666667	8.33333333333333
Sa-6-51263-02	Ma_38	6	84.5	14.8333333333333	84.6666666666667	198.666666666667	1.41666666666667	43.1666666666667	2.15	58.4666666666667	7.75333333333333	42.2216666666667	6.33333333333333	8
Sa-8-11559-01	Ma_39	6	79	14.3333333333333	78	247.333333333333	1.8	50.1666666666667	2.16	65.194	7.236	40.774	7.66666666666667	6.66666666666667
Sa-8-11559-03	Ma_41	4	89	8.75	88.75	202.5	1.8	47.75	2.475	45.8525	5.8175	27.4125	2.75	4.75
Sa-8-7085-01	Ma_42	5	82	13.2	85	235	1.46	55.6	2.32	72.824	6.838	51.106	4	9.2
Sa-8-7085-02	Ma_43	5	86	12	86.4	219	1.64	47.8	2.08	50.582	4.658	27.968	5.2	6.8
Sa-8-7085-03	Ma_44	2	88	8	88	197.5	1.5	48.5	1.85	69.34	5.765	42.93	3	4.5
Sa-8-7085-04	Ma_45	5	89	9	87.6	217	1.34	50.8	2.18	50.188	5.224	26.606	2.6	6.8
Sa-8-7085-05	Ma_46	6	84	11.6666666666667	84	243.166666666667	1.46666666666667	53.8333333333333	2.35	61.0016666666667	5.98166666666667	38.8533333333333	3.16666666666667	8.33333333333333
Sa-8-7085-06	Ma_47	5	83	9	82.6	210.4	1.74	46.8	2.2	52.51	6.262	29.836	2.4	6.6
Sa-21-28425-02	Ma_5	6	86	10.5	86.1666666666667	247.333333333333	1.68333333333333	55.6666666666667	2.35	61.7166666666667	6.92666666666667	39.6	2.16666666666667	8.5
Sa-21-30147-01	Ma_7	6	87.5	10.3333333333333	87.8333333333333	199	1.71666666666667	52.1666666666667	2.46666666666667	59.895	6.32333333333333	35.2266666666667	2.16666666666667	7.83333333333333
Sa-21-30147-02	Ma_8	4	84.5	15.75	84.5	269	1.75	48.5	2.06666666666667	40.8066666666667	4.42666666666667	19.6466666666667	6.5	9
Sa-21-30147-03	Ma_9	3	85	6.33333333333333	86	217.333333333333	1.56666666666667	51	2.16666666666667	54.57	4.98666666666667	37.7	2	4.66666666666667
Sa-21-30218-03	Ma_13	0	86.1585365853659	11.4040650406504	86.1691056910569	219.186991869919	1.65272357723577	51.3939024390244	2.18195121951219	53.9163455284553	5.92612601626016	33.5665406504065	4.11178861788618	7.09512195121951
So-21-30218-02	Pod_100	5	58	7.6	58.6	231.2	1.5	52.2	2.14	76.49	7.116	38.538	1.8	5.8
So-21-30218-03	Pod_101	6	57.5	9.16666666666667	58	217	1.66666666666667	62.8333333333333	2.45	79.0116666666667	6.19166666666667	47.3316666666667	2.33333333333333	7.16666666666667
So-21-30507-01	Pod_102	5	55	6.8	54.4	230.6	1.68	60	2.56	81.034	7.136	49.878	2	5.2
So-21-30522-01	Pod_105	4	50.5	8	51	225	1.7	68.75	1.975	79.4175	7.6125	53.34	3.5	4.75
So-21-30522-02	Pod_106	6	56	8.5	56.1666666666667	254.833333333333	1.68333333333333	60.3333333333333	2.03333333333333	81.2666666666667	6.77666666666667	54.0833333333333	2.16666666666667	6.5
So-21-30522-03	Pod_107	6	55.5	10.3333333333333	56.3333333333333	238.166666666667	1.85	57.6666666666667	2.53333333333333	101.058333333333	7.515	65.1666666666667	3.33333333333333	6.66666666666667
So-21-30529-01	Pod_108	6	51	10.1666666666667	53.3333333333333	197.166666666667	1.3	48.6666666666667	2.08333333333333	53.4833333333333	6.89333333333333	28.94	4	6.16666666666667
So-21-30529-02	Pod_109	5	49	10.4	49.2	227.6	1.46	45.6	2.28	61.074	6.636	37.032	3.6	6.6
So-21-30529-03	Pod_110	6	50	7.83333333333333	51.1666666666667	225.833333333333	1.68333333333333	51	2.2	66.4716666666667	6.07166666666667	45.555	3.5	4.16666666666667
So-6-3385-01	Pod_114	5	54	11	53.6	247.2	1.72	71.2	2.52	76.532	8.292	50.588	3.4	7.6
So-6-3385-02	Pod_115	6	58.5	9.66666666666667	58.6666666666667	216.333333333333	1.48333333333333	66	2.03333333333333	48.4283333333333	5.13666666666667	32.6033333333333	1.33333333333333	8.16666666666667
So-6-4253-01	Pod_116	6	56	9.5	56.8333333333333	231.666666666667	1.41666666666667	72.5	1.88	67.906	6.818	47.906	2.33333333333333	7.16666666666667
So-6-4452-01	Pod_118	6	52	10.3333333333333	51.8333333333333	245.333333333333	1.6	61.3333333333333	2.51666666666667	68.6983333333333	6.04333333333333	37.45	3.5	7
So-6-4452-02	Pod_119	5	55	9.2	55.4	235.6	1.34	55.4	2.3	81.346	6.6	50.382	2	6.8
So-6-51263-02	Pod_121	5	54	12	52.6	243.6	1.68	69.8	2.12	84.666	6.328	53.83	3.4	8.4
So-8-11559-01	Pod_122	6	54.5	9.5	53.6666666666667	244.5	1.73333333333333	60.3333333333333	2.16666666666667	80.435	6.51	54.9366666666667	3.16666666666667	6.33333333333333
So-8-11559-02	Pod_123	6	49.5	14	49.6666666666667	220.5	1.28333333333333	45.5	1.83333333333333	47.5566666666667	5.19	32.7233333333333	7	7.5
So-8-6685-01	Pod_129	6	61	6	61.1666666666667	207.166666666667	1.23333333333333	58.5	2.03333333333333	56.4033333333333	5.56166666666667	36.1666666666667	1.16666666666667	4.83333333333333
So-8-6685-02	Pod_130	6	50.5	9	50.5	222.5	1.9	59	2.51666666666667	85.2166666666667	6.775	56.315	3.16666666666667	5.66666666666667
So-8-6685-03	Pod_131	6	56	9	56.1666666666667	208.333333333333	1.61666666666667	52.6666666666667	2.28333333333333	63.345	6.61333333333333	40.63	2.16666666666667	6.66666666666667
So-8-6858-02	Pod_133	6	47.5	6.33333333333333	47.6666666666667	209.833333333333	1.55	63.1666666666667	2.16666666666667	62.5166666666667	6.18333333333333	37.7466666666667	2.66666666666667	3.83333333333333
So-8-7024-01	Pod_135	6	52	10.8333333333333	51.8333333333333	232.166666666667	1.5	59.6666666666667	2.18333333333333	102.266666666667	6.035	48.6116666666667	2.5	7.83333333333333
So-8-7291-01	Pod_138	5	57	7.8	57	237	1.92	61.2	2.7	118.665	7.9875	80.6825	1.2	6.4
So-8-7539-01	Pod_140	6	49.5	9	50.3333333333333	230.166666666667	1.55	62.1666666666667	1.95	72.9266666666667	5.27166666666667	37.2016666666667	3	5.33333333333333
So-8-7539-02	Pod_141	6	51	9.16666666666667	51.8333333333333	225.833333333333	1.51666666666667	53.6666666666667	1.92	66.524	6.394	43.676	3	6
So-8-7539-03	Pod_142	6	55	7.5	53.1666666666667	208	1.46666666666667	50	1.91666666666667	53.6916666666667	5.46166666666667	37.1983333333333	2.33333333333333	5
So-8-7539-04	Pod_143	6	47.5	8.66666666666667	49	251.5	1.48333333333333	68.3333333333333	2.33333333333333	76.4766666666667	6.115	38.6916666666667	2.83333333333333	5.83333333333333
So-10-20006-01	Pod_48	5	56	5.6	56.8	228	1.4	65	2.04	60.03	5.982	36.85	1	4.6
So-10-20006-02	Pod_49	6	52.5	12.1666666666667	51.6666666666667	251	1.63333333333333	64.3333333333333	2.23333333333333	67.3466666666667	4.74666666666667	37.2966666666667	3.33333333333333	8.33333333333333
So-10-20006-03	Pod_50	5	57	7.6	56.6	227.2	1.38	65	1.98	57.87	5.694	33.94	1.6	5.6
So-10-20110-02	Pod_52	6	48.5	10.3333333333333	50	218.666666666667	1.48333333333333	45.8333333333333	1.92	48.18	5.57	27.166	4.66666666666667	5
So-10-20110-03	Pod_53	6	56	7	54.1666666666667	260.833333333333	1.78333333333333	67	2.36666666666667	91.0983333333333	8.26	64.6	1.66666666666667	5.16666666666667
So-10-20117-02	Pod_55	6	57	7.83333333333333	57.3333333333333	202.833333333333	1.63333333333333	54.1666666666667	2.21666666666667	61.7066666666667	6.03666666666667	40.76	1	6.66666666666667
So-10-20117-03	Pod_56	6	54.5	8.33333333333333	53.6666666666667	228.333333333333	1.55	56.6666666666667	2.46666666666667	88.375	6.61166666666667	55.0866666666667	2.33333333333333	6
So-10-20279-01	Pod_57	6	54	9	53.8333333333333	234	1.81666666666667	69.1666666666667	2.88333333333333	100.54	8.65333333333333	66.0583333333333	2.16666666666667	6.66666666666667
So-10-20279-02	Pod_58	6	50	6.83333333333333	51.1666666666667	223.166666666667	1.55	62.8333333333333	1.83333333333333	74.2816666666667	5.27833333333333	43.8583333333333	2.66666666666667	4
So-10-20279-03	Pod_59	5	56	10.4	54.8	228	1.42	59.6	2.22	62.498	6.202	39.16	2.2	7.4
So-10-20302-01	Pod_60	6	51	9.33333333333333	52	223.166666666667	1.76666666666667	65	2.26666666666667	79.1983333333333	5.815	46.3066666666667	3.5	6
So-10-20302-03	Pod_62	6	55	11.3333333333333	54.3333333333333	214.5	1.63333333333333	47.3333333333333	2.23333333333333	69.18	7.46333333333333	43.6733333333333	3.16666666666667	8.16666666666667
So-10-20327-01	Pod_63	5	51	8.8	51.8	206.8	1.42	51.4	2.04	58.478	7.404	39.12	3	5.8
So-10-20327-02	Pod_64	5	58	10.2	57.2	242	1.54	62.4	2.275	60.235	5.555	37.345	3.2	7
So-10-20327-03	Pod_65	6	56	10.3333333333333	56.1666666666667	230.833333333333	1.68333333333333	55.8333333333333	2.59833333333333	87.0883333333333	7.63166666666667	63.6666666666667	3.16666666666667	7.33333333333333
So-10-20333-01	Pod_66	4	51	8.5	52.6	231.6	1.64	70	2.2	86.274	7.52	61.414	1.8	6.5
So-10-20333-02	Pod_67	5	57	10	56.6	248.2	1.66	64.6	2.14	79.518	7.624	43.836	3.8	6.4
So-10-20333-03	Pod_68	5	56	9.2	55.4	248.8	1.72	73.6	2.28	80.69	6.612	50.574	2.6	6.8
So-10-20333-04	Pod_69	6	56	9.5	55	231.5	1.5	59.3333333333333	2.03333333333333	51.2583333333333	7.27	30.305	3.5	6.16666666666667
So-10-20347-01	Pod_71	6	50.5	7.16666666666667	50.5	244.4	1.61666666666667	64.6666666666667	2.3	78.7883333333333	5.82	50.8733333333333	2.5	4.83333333333333
So-10-20347-02	Pod_72	6	52.5	8.16666666666667	52.8333333333333	236.666666666667	1.61666666666667	56.6666666666667	2.38333333333333	59.8683333333333	6.915	35.6116666666667	1.66666666666667	6
So-10-20347-03	Pod_73	5	50	6.4	51	245	1.46	64.2	2.08	71.454	7.042	46.902	2.8	3.6
So-10-20363-02	Pod_75	5	49	7.4	49	209	1.34	52	2.12	52.752	7.228	37.904	3.2	4
So-10-56965-01	Pod_77	6	57	7.5	57	231.833333333333	1.61666666666667	64	2	52.6816666666667	6.19333333333333	33.2633333333333	2	5.5
So-10-56965-02	Pod_78	6	57	7.33333333333333	57.1666666666667	224.5	1.48333333333333	58.6666666666667	2.26666666666667	65.765	7.005	37.4616666666667	2	5.33333333333333
So-10-56965-03	Pod_79	6	50	9	50	241.666666666667	1.5	58.1666666666667	2.28333333333333	72.2216666666667	7.01666666666667	36.7233333333333	3.33333333333333	5.66666666666667
So-21-1061629-01	Pod_80	6	49.5	9.16666666666667	49	220.166666666667	1.35	50.1666666666667	1.93333333333333	49.5266666666667	6.215	32.3016666666667	3.33333333333333	5.5
So-21-1061629-02	Pod_81	6	52.5	8.5	53.1666666666667	251.5	1.51666666666667	62.8333333333333	2.56666666666667	81.06	6.83333333333333	53.77	2.16666666666667	6.33333333333333
So-21-28371-01	Pod_83	6	52.5	8.66666666666667	52.5	218.333333333333	1.43333333333333	57	2.11666666666667	73.8983333333333	6.99833333333333	45.17	2.5	6
So-21-28371-04	Pod_86	6	53	8.83333333333333	52.3333333333333	206.833333333333	1.2	47.6666666666667	1.7	36.7383333333333	5.27333333333333	20.245	3.66666666666667	5.16666666666667
So-21-28423-01	Pod_87	6	57	6.83333333333333	56.8333333333333	238.5	1.63333333333333	58.1666666666667	2.58333333333333	89.6666666666667	7.31	60.4833333333333	1.5	5.16666666666667
So-21-28423-02	Pod_88	4	53	11.25	53.25	226.5	1.525	54.25	2.425	70.98	7.4825	42.73	3	7.25
So-21-28423-03	Pod_89	4	55.5	6.75	56	230	1.45	56.25	2.2	61.255	6.415	43.095	1	5.25
So-21-28425-01	Pod_90	6	57.5	9	57.5	211.5	1.43333333333333	55	2.01666666666667	51.02	6.22833333333333	35.89	2.5	6.33333333333333
So-21-28425-02	Pod_91	5	59	8.6	60	251.4	1.74	59.8	2.55	97.6	7.8625	64.655	1.2	7.4
So-21-28425-03	Pod_92	6	56.5	8	57.5	223.833333333333	1.43333333333333	62.6666666666667	2.01666666666667	69.895	7.32333333333333	39.7316666666667	1.33333333333333	6.16666666666667
So-21-28449-01	Pod_93	6	54.5	7.83333333333333	53.6666666666667	215.166666666667	1.56666666666667	55	2.25	76.4683333333333	7.42166666666667	50.1083333333333	2.5	5.33333333333333
So-21-28449-02	Pod_94	6	56.5	10.3333333333333	56.6666666666667	217	1.18333333333333	54.8333333333333	2.2	76.755	7.52666666666667	54.445	3.33333333333333	7
So-21-28449-04	Pod_96	6	48.5	8.5	49.3333333333333	213.5	1.3	56.6666666666667	2.34	61.652	7.532	44.574	5	3.66666666666667
So-21-29822-01	Pod_97	5	56	9.4	56.4	258.8	1.5	86.4	2.12	80.76	6.946	47.206	2.2	6.4
So-21-29822-02	Pod_98	5	54	9.8	53.2	284.6	1.7	86.4	2.34	83.34	5.896	53.124	2.8	7
So-21-30218-01	Pod_99	5	56	8.8	56.4	239.8	1.62	61.2	2.3	69.846	7.7	51.46	1.4	7.2
So-21-30507-02	Pod_103	5	50	11.8	49.2	213.2	1.28	54.4	1.66	30.93	4.022	16.732	4.4	7.2
So-6-3189-01	Pod_111	5	57	11	56	225.2	1.54	60	2.04	74.192	5.806	35.646	2.6	8.2
So-6-3189-02	Pod_112	5	51	8.8	52.2	237.2	1.68	72.2	2.575	105.85	7.125	55.6025	2.6	6.2
So-6-3189-03	Pod_113	6	59.5	12	59.3333333333333	195.5	2.1	67.6666666666667	2.62	83.166	6.772	59.522	2.66666666666667	9
So-6-4253-02	Pod_117	4	52.5	10.5	52.75	232.5	1.65	69	2.15	50.95	7.445	25.7375	4	6.25
So-6-51263-01	Pod_120	6	56	9.83333333333333	54.8333333333333	229	1.58333333333333	59.6666666666667	2.08333333333333	61.89	5.43333333333333	32.1083333333333	2	7.5
So-8-11559-03	Pod_124	6	49.5	11	49	220.166666666667	1.76666666666667	54.6666666666667	2.11666666666667	63.855	7.13833333333333	35.7566666666667	4.33333333333333	7
So-8-6858-03	Pod_134	4	55.5	10.75	55.5	235	1.85	61	2.675	95.8875	8.02	48.34	2	8.25
So-8-7024-02	Pod_136	6	48.5	10.1666666666667	49.1666666666667	252.666666666667	1.6	57.5	1.9	61.2666666666667	6.555	42.755	5.16666666666667	5
So-8-7024-03	Pod_137	6	50.5	10.5	51.6666666666667	207.5	1.43333333333333	51	1.98333333333333	48.495	5.71666666666667	36.425	4.5	6.16666666666667
So-10-20117-01	Pod_54	5	49	9.2	51.4	207.6	1.62	59.2	2.56	80.112	8.134	53.724	2.4	6.4
So-10-20302-02	Pod_61	6	47.5	8.66666666666667	47.3333333333333	243	1.4	53.8333333333333	1.85	59.9783333333333	6.70166666666667	42.0983333333333	4.66666666666667	4
So-10-20333-05	Pod_70	6	48	11.6666666666667	47.8333333333333	246.833333333333	1.45	70.3333333333333	2.1	78.13	7.47166666666667	56.44	3.83333333333333	7.5
So-10-20363-01	Pod_74	5	49	12	48.6	239.6	1.7	57.8	2.06	73.274	7.252	51.112	3.8	7.6
So-10-20363-03	Pod_76	6	48	9.83333333333333	47.5	234.333333333333	1.7	50.3333333333333	2.11666666666667	56.325	7.695	35.19	3.83333333333333	6
So-21-1061629-03	Pod_82	4	46	8.5	46	240.75	1.325	50	1.675	39.5675	5.4175	21.1	4.25	4.25
So-21-28371-02	Pod_84	5	50.5	7	51	218	1.43333333333333	53	1.9	53.3383333333333	6.45833333333333	31.14	2.16666666666667	4.8
So-21-28371-03	Pod_85	4	55	9.75	54.25	238.5	1.4	60.5	2.3	67.0425	6.57	41.475	2.75	7
